society,price,place,price_per_sqft,areaWithType,bedRoom,bathroom,balcony,additionalRoom,floorNum,facing,agePossession,nearbyLocations,furnishDetails,features,Direction
mohini apartment,0.5,baguiati,5000.0,Super Built up area 1000(92.9 sq.m.),2.0,2,1,not available,3,,1 to 5 Year Old,"['The Church of Jesus Christ of Latter-day Saints', 'Hdfc bank ATM', 'Bank of baroda ATM', 'Icici bank ATM', 'Allahabad bank ATM', 'Union bank of india ATM', 'Axis bank ATM', 'State bank of india ATM', 'Sbi ATM', 'Hdfc ATM', 'State bank of india ATM', 'Revive Nursing Home', 'New Town Nursing Home And Diagnostic Co P Ltd', 'Swasti Nursing Home', 'New Life Nursing Home Kolkata', 'B B Eye Foundation VIP ROAD', 'Avenue Nursing Home', 'Spandan Hospital', 'CGHS Dispensary Salt-Lake AF', 'Renaissance Hospital', 'Charnock Hospital Pvt Ltd', 'Anandalok Polyclinic', 'Aditya Hospital', 'ILS Hospitals - Dumdum', 'Kolkata Nursing Home', 'bangur medical center', 'Udichi ENT and Head Neck Center', 'Tulip Nursing Home', ""BF block Residents' Association"", 'P.S. Srijan Techpark', 'Imagine Tech Park', 'Nagerbazar nursery', 'Hdfc bank', 'PVR', 'O-Zone Restaurant cum Bar', 'KFC', 'KFC', ""Santa's Fantasea"", 'New Rajkumar Sweets', ""Mishra's"", 'Aqua Java Air', ""McDonald's"", 'KFC', 'Calcutta Public School', 'Little Friends school', 'Maulana Abul Kalam Azad University of Technology', 'West Bengal University of Technology', 'Sarada Vidyapith']",[],,North
"ashirbad apartment, apc road. agarpara, pin700109",0.16,agarpara,2116.0,Super Built up area 756(70.23 sq.m.)Carpet area: 630 sq.ft. (58.53 sq.m.),2.0,1,1,others,2,North,10+ Year Old,"['Netaji bhavan metro station', 'Rabindra sadan metro station', 'Ice Skating Rink', 'Jyotirmoyee Radha Krishna Mandir', 'Hsbc ATM', 'Sbi ATM', 'Union bank ATM', 'Sri Lakshmi Narayana Trust Maternity Home and Hospital', 'The Orthopaedic And Fracture Clinic', 'Samaritan Clinic P Ltd.', 'Duncan Gleneagles Hospitals', 'Health Point Hospitals', 'Park Clinic Kolkata', 'Lions Club Of Calcutta', 'Priyamvada Birla Aravind Eye Hospital', 'P.G.PolyClinic', 'MP Birla Eye Clinic', 'Farsight Eye Research Centre', 'Implant House Laser and Diagnostic Centre', 'East End Nursing Home', 'Sana Nursing Home', 'Harlaka Hospital', 'Gamma Centauri Health Care P Ltd.', ""Implant's Better Sight Centre Pvt Ltd"", 'Frank Ross Pharmacy', 'Aastha', 'India Tradeing Petrol Station', 'INOX Cinema', 'My Big Fat Belly', 'Automobile association of eastern India', 'Piccadilly Square', 'Dawntown Cafe', 'Jai Hind Dhaba', 'Fabbrica', ""Kewpie's"", 'Calcutta', 'Artsy Coffee & Culture', 'Street food stalls', 'Shila', 'MOMO PLAZA', ""Govinda's"", 'Cafe Coffee Day', 'Saima Restaurant', 'Monkey Bar', 'The Chocolate Room', 'Cafe Coffee Day', 'Veg restaurant', 'Haldiram Veg Restaurant', 'Haldiram']",,,South
s-27 kamdahari,0.5,garia,4000.0,Built Up area: 1250 (116.13 sq.m.),3.0,2,1,not available,3,South-West,0 to 1 Year Old,"['Kavi nazrul metro station', 'Shahid khudiram metro station', 'Kavi subhash metro station', 'Sitala mandir', 'Gosto Mandir', 'Sree Guru Sangha Main Gate', 'Sri Sri 108 Doyal Baba Asram', 'Sitala Temple', 'Brahmapur Badamtala Jame Masjid', 'Maa kali temple garia dhalua', 'Shani mandir garia dhalua', 'Bikram mess kali mandir', 'Durga mandir', 'Icici bank ATM', 'Sbi ATM', 'Axis bank ATM', 'Remedy Hospital Unit Of Remedy Medical Services Pvt Ltd', 'Garia Eye Clinic and Micro Surgery Centre', 'Hindustan Health Point Pvt Ltd', 'BRWS Hospital', 'Sevangan Medical Complex', 'IRIS HOSPITAL', 'Red Plus Society Nursing Home', 'Peerless Hospital and B.K.Roy Research Center', 'Dakshinee Eye Foundation', 'Namita Biswas Memorial Eye Hospital', 'Baghajatin State General Hospital', 'Apex Institute Of Medical Sciences', 'Kumar Surgical and Laparoscopic Clinic', 'Sunetra Eye and Family Care Centre', 'Udayan Nursing Home', 'Netaji Subhash Chandra Bose Cancer Reasearch Inst', 'Yubatirtha club', 'Red Cross Society Medical Strore', 'Apollo Pharmacy', 'Petrol pump', 'Axis bank', 'Axis bank', 'Hdfc bank brahmapur branch', 'State bank of india brahmapur branch', 'Bank of baroda', 'State bank of india bansdroni', 'Machhranga Airconditioned Multi Cuisine', 'Cafe Coffee Day', 'Neils Kitchen', 'Sandwiches', 'Sammilani Mahavidyalaya', 'New garia railway station', 'Bagha jatin railway station', 'Garia railway station']",,"['Feng Shui / Vaastu Compliant', 'Lift(s)', 'High Ceiling Height', 'Water Storage', 'No open drainage around', 'Visitor Parking', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Shopping Centre', 'Waste Disposal']",South
laxmi ma tara apartment,0.34,belur,4500.0,Carpet area: 700 (65.03 sq.m.),2.0,2,1,others,2,North-West,10+ Year Old,"['Eastern Railway Hospital', 'Swasti Nursing Home', 'Micro Point Nursing Home for total EYE Care', 'Tulsiram Lakshmi Devi Jaiswal Hospital', 'Belur State General Hospital', 'Netra Jyoti Eye Care Centre', 'Satya Bala Devi ID Hospital', 'Critical and Trauma Care Hospital', 'Hare krishna Nursing Home', 'Saraju Nursing Home', 'ESI Hospital', 'The May Fair Hospital', 'Astha Medical Services Pvt Ltd', 'New Saraju Nursing Home', 'Belur Math Bus stop', '4B Bus Stand', 'Paikpara', 'Bank of india', 'Ing bank', 'Student Canteen', 'Domino Pizza', 'Little Wits', 'Rabindra Bharati University', 'Liluah railway station', 'Belur railway station', 'Bagbazar railway station', 'Bally ghat railway station']","['1 Wardrobe', '4 Fan', '1 Exhaust Fan', '1 Dining Table', '10 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Water Storage']",West
fe block salt lake,0.9,salt lake,10588.0,Carpet area: 850 (78.97 sq.m.),3.0,2,2,not available,2,South-East,10+ Year Old,"['Jora Sib Mondir', 'Dewan Medicare And Nursing Home', 'Sankara Jyoti Eye Institute', 'Sree Balaram Seva Mandir State General Hospital', 'Jibandeep Specialist Clinic and Day Care Centre', 'Punarjyoti Eye Care', 'Restroative Clinic Pvt.Ltd.', 'Goodwill Welfare Association Seva Sadan', 'Anupama Eye Care', 'Vasan Eye Care Hospital Sodepur', 'Eye Care', 'Konnagar Matri Sadan Municipal Hospital', 'Green-View Nursing Home Kolkata', 'Amarabati Community Hall', 'Rahara bazar bus depot', 'Ubi bank', 'Icici bank', 'Rathindra Cinema', 'Prabha Fastfood Center', ""Ideal Girl's High School"", 'Amarabati school', 'Vivekananda English Academy', 'Khardaha railway station', 'Sodpur railway station', 'Titagarh railway station']","['2 Wardrobe', '5 Fan', '2 Geyser', '1 Washing Machine', '7 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Water Purifier']","['Water Storage', 'Park']",North
monalisa apartment,1.79,phoolbagan,9887.0,Super Built up area 1507(140 sq.m.),3.0,2,3,"pooja room,others",4,North-East,10+ Year Old,"['Phoolbagan metro station', 'Salt lake stadium metro station', 'Bengal chemical metro station', 'IA market', 'Chinese Kali Temple', 'Federal bank ATM', 'United bank of india ATM', 'Axis bank ATM', 'Srijoni Healing Home', 'Divine Nursing Home', 'Poorva Eye Care', 'East Calcutta Clinic and Nursing Home', 'Vivekananda Eye Care Centre', 'H.P.Poddar Memorial Clinic And Nursing Home', 'Orchid Nursing Home', 'Ramkrishna Medical Complex Nursing Home', 'Charring Cross Nursing Home', 'Shusrusha Nursing Home Kolkata', 'Emily Nursing Home', 'Florid Nursing Home', 'Eye Foundation And Research Centre', 'Salt Lake Eye Foundation', 'Indonath Kundu', 'Orthopaedic Centre', 'Subodh Mitra Cancer Hospital and Research Centre', 'Medicos', 'BP Petrol Pump', 'Allahabad bank', 'Idbi bank', 'Indusind bank', 'Yes bank', 'Federal bank', 'State bank of india', 'Sbi personal banking branch', 'Bank of maharashtra', 'Hind bank', 'Inox Swabhumi', 'PVR', 'Pawanputra Restaurant', 'Beer Republic', 'The Spring Club', 'Mainland China', 'Sigree', 'Shiraz', 'National Institute Of Fashion Technology', 'Maulana Abul Kalam Azad Institute of Asian Studies', 'International School of Business & Media', 'Sir gurudas banerjee halt railway station', 'University library']","['1 Water Purifier', '8 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '2 Geyser', '1 Stove', '26 Light', '4 AC', '1 TV', '1 Modular Kitchen', '11 Curtains', '7 Wardrobe', '1 Sofa', '1 Washing Machine', '1 Microwave', 'No Bed', 'No Chimney']","['Feng Shui / Vaastu Compliant', 'Lift(s)', 'Centrally Air Conditioned', 'Water purifier', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Security Personnel', 'Internet/wi-fi connectivity', 'Waste Disposal']",North
kiran apartment,0.24,nowdapara,4224.0,Super Built up area 715(66.43 sq.m.)Carpet area: 580 sq.ft. (53.88 sq.m.),2.0,1,1,not available,3,North-East,1 to 5 Year Old,"['Dakshineshwar metro station', 'Baranagar metro station', 'Midland Nursing Home', 'Sahid Khudiram Bose Hospital', 'Zenith Super Specialist Hospital', 'College of Medicine & Sagore Dutta Hospital', 'Nayandeep Eye Care', 'ESI Hospital', 'Orbis Eye and Dental Care Centre', 'LAB-O-AID', 'Netaji Sebayan Hospital', 'Paradise Nursing Home Kolkata', 'Vijoy Optic and Polyclinic', 'Care Nursing Home', 'Kamala Ray Hospital', 'Sunayan Eye Clinic', 'Re - Life Hospital', 'Nilima Matri Sadan', 'Indian Oil', 'Indian Statistical Institute', 'Baranagar road railway station', 'Dakshineswar railway station', 'Belgharia railway station', 'Agarpara railway station', 'Bally ghat railway station']",,"['Maintenance Staff', 'Water Storage']",North
sd aqua view,0.49,new town,7071.0,Super Built up area 1070(99.41 sq.m.)Carpet area: 700 sq.ft. (65.03 sq.m.),3.0,2,1,not available,3,,5 to 10 Year Old,"['Breathing World', 'Aharampur Balika Vidyalaya', 'Bt College', 'Shiv Mandir', 'Axis Bank ATM', 'NSCB Specialised Hospital', 'NSCB International Airport', 'Indian Overseas Bank', 'B.T. College Bus Stop', 'Durganagar Railway Station', 'Parking Lot', 'Srishti Garden& Lawns', 'Pallisree Cricket Coaching Camp', 'Bharat Petroleum', 'Dinante Old Age Home']",,"['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Recently Renovated', 'Visitor Parking', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Fitness Centre / GYM', 'Waste Disposal', 'Club house / Community Center']",North
airport residency,0.53,dum dum,6838.0,Built Up area: 775 (72 sq.m.)Carpet area: 591 sq.ft. (54.91 sq.m.),2.0,2,1,not available,2,East,1 to 5 Year Old,"['Bindubasini Nursing Home', 'Birati Nursing Home Pvt. Ltd.', 'Asmii Eye Foundation', 'Manorama Nursing Home', 'North Dum Dum Municipality Hospital', 'Bengal Neuro Institute Hospital', 'Panihati State General Hospital', 'Mother Nursing Home', 'Subham anusthan griha', 'Birati Minibus', 'Airport Bus Stand lines VS1', 'Birati railway station', 'Bisharpara kodalia railway station', 'Durganagar railway station']","['1 Fan', '1 Exhaust Fan', '1 Dining Table', '1 Geyser', '1 Light', '1 AC', '1 Chimney', '1 Modular Kitchen', '1 Wardrobe', 'No Bed', 'No Curtains', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Park', 'Visitor Parking']",North
rajwada rosewood,0.35,narendrapur,3646.0,Built Up area: 960 (89.19 sq.m.),2.0,2,0,not available,3,,undefined,"['Netaji metro station', 'Sitala Temple', 'Sree Guru Sangha Main Gate', 'Sri Sri 108 Doyal Baba Asram', 'Brahmapur Badamtala Jame Masjid', 'Gosto Mandir', 'Gouria moth', 'Sitala mandir', 'Axis bank ATM', 'Axis bank ATM', 'Sbi ATM', 'Sbi ATM', 'Udayan Nursing Home', 'Kumar Surgical and Laparoscopic Clinic', 'Lions North Kolkata Hospital and Medical Centre', 'Sevangan Medical Complex', 'Chandi tala health center', 'BRWS Hospital', 'IRIS HOSPITAL', 'Tapan Sinha Memorial Hospital', 'Dakshinee Eye Foundation', 'Sree Krishna Nursing Home', 'Baghajatin State General Hospital', 'Garia Eye Clinic and Micro Surgery Centre', 'Calcutta Lions Netra Niketan', 'Apollo Pharmacy', 'CSTC Bus Terminal', 'IOCL Petrol Pump', 'State bank of india bansdroni', 'State bank of india brahmapur branch', 'Bank of baroda', 'Hdfc bank brahmapur branch', 'Axis bank', 'Axis bank', 'Madhuban Cinema', 'Netaji Nagar College', 'ITI', 'ITI TOLLYGUNGE', 'Swami pranabananda school']",,,South
maa abasan,0.45,barasat,2812.0,Built Up area: 1600 (148.64 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3.0,2,3,pooja room,1,South,10+ Year Old,"['Amanati Mosque', 'Kanapukur Shiv Mandir', 'SHONI TEMPLE', 'MAA MONOSHA TEMPLE', 'Church of our Lady of Lourdes', 'Shri Shoni Temple', 'Hari Mandir', 'Care And Cure Hospital', 'Care and Cure Hospital', 'Dr.Sarkar Day Eye Care', 'Rog Mookti', 'Nirama Nursing Home', 'Renuka Eye Institute', 'Megacity Nursing Home Pvt Ltd', 'Dr. Ghoshs Clinic and Nursing Home', 'New Sevayan Nursing Home', 'Narayana Multi Speciality Hospital', 'Barasat District Hospital', 'Eco Hospital and Diagnostics', 'Barasat junction railway station', 'Hridaypur railway station']","['1 Wardrobe', '1 Exhaust Fan', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",,North
sherwood estate,0.7,narendrapur,5942.0,Built Up area: 1178 (109.44 sq.m.),3.0,2,1,not available,1,,5 to 10 Year Old,"['Hindustan Health Point Pvt Ltd', 'Remedy Hospital Unit Of Remedy Medical Services Pvt Ltd', 'Namita Biswas Memorial Eye Hospital', 'Yubatirtha club', 'Sarada Vidyapith', 'Narendrapur railway station']","['1 Wardrobe', '1 Bed', '4 Fan', '1 Dining Table', '1 Stove', '6 Light', 'No AC', 'No Chimney', 'No Curtains', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Power Back-up', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Club house / Community Center', 'Water softening plant']",South
purbayan abasan,0.4,em bypass,4123.0,Carpet area: 970 (90.12 sq.m.),2.0,2,1,pooja room,2,North-East,10+ Year Old,"['Shahid Khudiram Station', 'Avishar Shopping Complex', 'Eastfield Victory School', 'Jadavpur University', 'DESUN Hospital', 'Vivekananda Children Park', 'Baghajatin Station', 'Acropolis Business Towers', 'The Elite Apartment Hotel', 'Royal Calcutta Golf Club', 'Gitanjali Stadium', 'AZURE Banquet', 'Ramans Healthy & Tasty Corner', 'Santineer Old Age Home', 'Cinépolis']","['1 Exhaust Fan', '1 Light', '1 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Maintenance Staff', 'Water Storage']",South
63a/2 pgh shah road,0.65,jadavpur,7190.0,Carpet area: 904 (83.98 sq.m.),3.0,2,1,"pooja room,others",2,East,10+ Year Old,"['Viveknagar Kalibari', 'Lake Pally Shiv Mandir', 'Nipponzan Myohoji Buddhist Temple', 'Hanuman Mandir', 'Kali Mandir', 'Shitala Mandir', 'Sri Sri 108 Doyal Baba Asram', 'Sada Kali Mandir', 'Hari Sava.Lord Krishna Temple', 'Dr. Mina Majumder Seva Mandir Pvt. Ltd', 'Disha Eye Care Center', 'Cure Centre Nursing Home', 'Sri Aurobindo Seva Kendra EEDF', 'RG Stone Urology And Laparoscopy Hospital Kolkata', 'Baghajatin State General Hospital', 'hospoital', 'Calcutta Lions Netra Niketan', 'SilverLine Eye Hospital', 'Jodhpur Park Nursing and Maternity Home Pvt Ltd', 'Dakshinee Eye Foundation', 'KD Cure S.C. Das Memorial Medical Center', 'Dhakuria Sree Ramkrishna Sebasram', 'IRIS HOSPITAL', 'Red Plus Society Nursing Home', 'AMRI Hospital', 'Lake Nursing Home', 'Apex Institute Of Medical Sciences', 'Ramkrishna Mission Institute of Culture', 'INOX South City', 'Spice Of Joy', 'Ubuntu Community', 'FORKSTRUCK', 'The Lighthouse Cafe', 'Burgers', 'Crossroad Cafe', 'Mission Vegetarian Cafe', 'High Tension Laboratory', 'Electrical Engineering Department', 'Indian Institute Of Chemical Biology', 'Jadavpur Vidyapith', 'Shishu Siksha Niketan', 'Adarsha Balika Shikshayatan', 'Jadavpur N.K. Pal Adarsha Sikshayatan', 'South City International School', 'RD Memorial School', 'Jadavpur University', 'Netaji Nagar College', 'Jadavpur railway station', 'Dhakuria railway station', 'Bagha jatin railway station']","['1 Water Purifier', '6 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '1 Geyser', '1 Stove', '20 Light', '3 AC', '1 Chimney', '20 Curtains', '3 Wardrobe', '1 Sofa', 'No Bed', 'No Modular Kitchen', 'No Microwave', 'No TV', 'No Washing Machine']",['Water Storage'],South
sherwood estate,0.7,narendrapur,5947.0,Carpet area: 1177 (109.35 sq.m.),3.0,2,1,not available,1,,10+ Year Old,"['Hindustan Health Point Pvt Ltd', 'Remedy Hospital Unit Of Remedy Medical Services Pvt Ltd', 'Namita Biswas Memorial Eye Hospital', 'Yubatirtha club', 'Sarada Vidyapith', 'Narendrapur railway station']","['1 Fan', '3 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Park', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Water softening plant']",South
bijoya apartment,0.33,santoshpur,5116.0,Super Built up area 645(59.92 sq.m.)Carpet area: 500 sq.ft. (46.45 sq.m.),2.0,1,0,not available,1,South,undefined,"['Lake Pally Shiv Mandir', 'Hanuman Mandir', 'Kali Mandir', 'Shitala Mandir', 'Sada Kali Mandir', 'Lord Shiva Temple', 'Hindu Temple', 'Shoni thakur mandir', 'Maa kali temple', 'Maa Kali mandir', 'Old Radha Krishna Temple', 'Hari Sava.Lord Krishna Temple', 'Viveknagar Kalibari', 'Sbi ATM', 'Icici bank ATM', 'Apex Institute Of Medical Sciences', 'Sunetra Eye and Family Care Centre', 'Red Plus Society Nursing Home', 'Peerless Hospital and B.K.Roy Research Center', 'Aditya Birla Sankara Nethralaya', 'Baghajatin State General Hospital', 'Dakshinee Eye Foundation', 'IRIS HOSPITAL', 'A.H.IVF and Infertility Research Centre Ltd', 'Netaji Subhash Chandra Bose Cancer Reasearch Inst', 'BRWS Hospital', 'Red Cross Society Medical Strore', 'State bank of india jadavpur stadium branch', 'Hdfc bank', 'Axis bank', 'Axis bank', 'Sandwiches', 'Neils Kitchen', 'Machhranga Airconditioned Multi Cuisine', 'Cafe Coffee Day', 'Spice Of Joy', 'Sammilani Mahavidyalaya', 'RD Memorial School', 'Shishu Siksha Niketan', 'Adarsha Balika Shikshayatan', 'Electrical Engineering Department', 'High Tension Laboratory', 'Jadavpur N.K. Pal Adarsha Sikshayatan', 'Indian Institute Of Chemical Biology', 'Jadavpur Vidyapith', 'Bagha jatin railway station', 'Jadavpur railway station', 'New garia railway station', 'Dhakuria public library']","['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",,West
ambey residency,0.54,ch,5042.0,Super Built up area 1071(99.5 sq.m.)Carpet area: 980 sq.ft. (91.04 sq.m.),2.0,2,1,not available,4,North,5 to 10 Year Old,"['Shitala Mandir', 'State bank of india ATM', 'Union bank of india ATM', 'Axis bank ATM', 'Bank of baroda ATM', 'Hdfc bank ATM', 'Icici bank ATM', 'Allahabad bank ATM', 'Kolkata Nursing Home', 'Charnock Hospital Pvt Ltd', 'Renaissance Hospital', 'Spandan Hospital', 'B B Eye Foundation VIP ROAD', 'New Life Nursing Home Kolkata', 'Swasti Nursing Home', 'New Town Nursing Home And Diagnostic Co P Ltd', 'Avenue Nursing Home', 'Maa Sarada Nursing Home', 'Little Hut Nirikshan Kendra', 'Revive Nursing Home', 'CGHS Dispensary', 'ILS Hospitals - Dumdum', 'Tulip Nursing Home', 'Phoenix Hospital And Diagnostic Centre Pvt Ltd', 'Imagine Tech Park', 'P.S. Srijan Techpark', 'Airport Bus Stand lines VS1', 'Nagerbazar nursery', 'Hdfc bank', ""McDonald's"", 'KFC', 'KFC', 'O-Zone Restaurant cum Bar', 'Stash Cafe', 'New Rajkumar Sweets', 'Little Friends school', 'Calcutta Public School']",[],"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Water Storage', 'Park', 'Fitness Centre / GYM', 'Rain Water Harvesting']",East
rajwada emeralds,0.63,narendrapur,3937.0,Carpet area: 1600 (148.64 sq.m.),3.0,2,3,not available,2,,0 to 1 Year Old,"['Kali temple', 'Bikram mess kali mandir', 'Maa kali temple garia dhalua', 'Shani mandir garia dhalua', 'Durga mandir', 'Namita Biswas Memorial Eye Hospital', 'Hindustan Health Point Pvt Ltd', 'Yubatirtha club', 'Sonarpur Coffee House', 'Sarada Vidyapith', 'Biswabani School', 'Narendrapur railway station', 'Sonarpur junction railway station', 'Garia railway station']","['1 Fan', '1 Geyser', '1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",,South
